hist1,hist2,hist3,hist4,hist5,hist6,hist7,hist8,hist9,hist10,hist11,hist12,hist13,hist14,hist15,hist16,hist17,hist18,hist19,hist20,hist21,hist22,hist23,hist24,hist25,hist26,hist27,hist28,hist29,hist30,hist31,hist32,hist33,hist34,hist35,hist36,hist37,hist38,hist39,hist40,hist41,hist42,hist43,hist44,hist45,hist46,hist47,hist48,hist49,hist50,hist51,hist52,hist53,hist54,hist55,hist56,hist57,hist58,hist59,hist60,hist61,hist62,hist63,hist64,hist65,hist66,hist67,hist68,hist69,hist70,hist71,hist72,hist73,hist74,hist75,hist76,hist77,hist78,hist79,hist80,hist81,hist82,hist83,hist84,hist85,hist86,hist87,hist88,hist89,hist90,hist91,hist92,hist93,hist94,hist95,hist96,hist97,hist98,hist99,hist100,hist101,hist102,hist103,hist104,hist105,hist106,hist107,hist108,hist109,hist110,hist111,hist112,hist113,hist114,hist115,hist116,hist117,hist118,hist119,hist120,hist121,hist122,hist123,hist124,hist125,hist126,hist127,hist128,hist129,hist130,hist131,hist132,hist133,hist134,hist135,hist136,hist137,hist138,hist139,hist140,hist141,hist142,hist143,hist144,hist145,hist146,hist147,hist148,hist149,hist150,hist151,hist152,hist153,hist154,hist155,hist156,hist157,hist158,hist159,hist160,hist161,hist162,hist163,hist164,hist165,hist166,hist167,hist168,hist169,hist170,hist171,hist172,hist173,hist174,hist175,hist176,hist177,hist178,hist179,hist180,hist181,hist182,hist183,hist184,hist185,hist186,hist187,hist188,hist189,hist190,hist191,hist192,hist193,hist194,hist195,hist196,hist197,hist198,hist199,hist200,circle,class
1.0,1.0,1.0,1.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.1,0.17,0.21,0.1,0.1,0.09,0.12,0.14,0.19,0.13,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.81,1.0,1.0,1.0,0.1111111111111111,N0
1.0,1.0,1.0,0.9,0.075,0.07,0.07,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.08,0.08,0.075,0.075,0.075,0.075,0.08,0.08,0.075,0.075,0.075,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.11,0.115,0.11,0.115,0.115,0.12,0.12,0.125,0.125,0.12,0.12,0.11,0.115,0.115,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.075,0.075,0.07,0.07,0.07,0.07,0.075,0.075,0.075,0.09,0.16,0.2,0.11,0.1,0.095,0.105,0.13,0.195,0.145,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.895,1.0,1.0,1.0,0.0,N0
1.0,1.0,1.0,0.9033333333333333,0.07666666666666666,0.07333333333333333,0.07333333333333333,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08,0.08,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08,0.08,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.11,0.11333333333333333,0.11,0.11333333333333333,0.11666666666666667,0.12,0.12,0.12333333333333334,0.12,0.12,0.12,0.11,0.11666666666666667,0.11333333333333333,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08,0.08,0.08,0.07666666666666666,0.07666666666666666,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08,0.08,0.08,0.08,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07333333333333333,0.07,0.07,0.07,0.07,0.07,0.07333333333333333,0.07333333333333333,0.07,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07666666666666666,0.07666666666666666,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.08666666666666667,0.16,0.2,0.11333333333333333,0.09333333333333334,0.09,0.10333333333333333,0.13333333333333333,0.19333333333333333,0.14666666666666667,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07333333333333333,0.07333333333333333,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.8966666666666666,1.0,1.0,1.0,0.0,N0
1.0,1.0,1.0,0.8625,0.075,0.0725,0.0725,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0775,0.0775,0.075,0.075,0.075,0.075,0.0775,0.0775,0.075,0.075,0.075,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.105,0.1125,0.105,0.1125,0.115,0.12,0.12,0.12,0.1175,0.1175,0.1175,0.11,0.115,0.1125,0.09,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.075,0.075,0.075,0.0775,0.0775,0.0775,0.075,0.075,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.075,0.075,0.075,0.08,0.08,0.08,0.08,0.525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.0675,0.0675,0.0675,0.0675,0.0675,0.07,0.07,0.0675,0.07,0.07,0.07,0.0675,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0725,0.0725,0.0725,0.0725,0.0725,0.0725,0.075,0.075,0.0725,0.0725,0.0725,0.0725,0.075,0.075,0.075,0.0825,0.15,0.1925,0.1275,0.0925,0.0875,0.1,0.125,0.1875,0.1525,0.085,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0725,0.0725,0.075,0.075,0.075,0.075,0.075,0.7025,1.0,1.0,1.0,0.1111111111111111,N0
0.998,1.0,1.0,0.794,0.076,0.074,0.074,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.078,0.078,0.076,0.076,0.076,0.076,0.078,0.078,0.076,0.076,0.076,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.106,0.112,0.106,0.114,0.116,0.12,0.12,0.12,0.118,0.118,0.118,0.11,0.114,0.112,0.088,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.076,0.076,0.076,0.078,0.078,0.078,0.076,0.076,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.076,0.076,0.076,0.08,0.08,0.08,0.08,0.506,1.0,1.0,1.0,0.998,1.0,1.0,1.0,0.07,0.066,0.066,0.066,0.066,0.066,0.068,0.068,0.066,0.068,0.07,0.07,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.07,0.07,0.07,0.07,0.07,0.072,0.072,0.072,0.07,0.07,0.07,0.07,0.072,0.072,0.072,0.08,0.15,0.188,0.126,0.09,0.082,0.094,0.124,0.19,0.154,0.084,0.076,0.076,0.076,0.076,0.074,0.074,0.074,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.074,0.074,0.074,0.074,0.076,0.076,0.074,0.074,0.072,0.072,0.07,0.072,0.074,0.074,0.076,0.076,0.076,0.762,1.0,1.0,1.0,0.0,N0
0.9983333333333333,1.0,1.0,0.8083333333333333,0.07666666666666666,0.07333333333333333,0.07333333333333333,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.07666666666666666,0.07666666666666666,0.075,0.075,0.075,0.075,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.10833333333333334,0.11333333333333333,0.10666666666666667,0.11333333333333333,0.11666666666666667,0.12,0.12,0.12,0.11833333333333333,0.11833333333333333,0.11833333333333333,0.11,0.115,0.11166666666666666,0.08666666666666667,0.07833333333333334,0.07833333333333334,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.075,0.075,0.075,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.075,0.075,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.075,0.075,0.075,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.5733333333333334,1.0,1.0,1.0,0.9983333333333333,1.0,1.0,0.9433333333333334,0.07166666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.07,0.07,0.06833333333333333,0.07,0.07,0.07,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07166666666666667,0.07166666666666667,0.07166666666666667,0.07166666666666667,0.07166666666666667,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07166666666666667,0.07166666666666667,0.07166666666666667,0.07166666666666667,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.08,0.15166666666666667,0.19,0.125,0.09,0.08166666666666667,0.095,0.12666666666666668,0.19166666666666668,0.15333333333333332,0.08333333333333333,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.075,0.075,0.075,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.075,0.075,0.075,0.075,0.07666666666666666,0.075,0.07333333333333333,0.075,0.07333333333333333,0.07333333333333333,0.07,0.07166666666666667,0.07333333333333333,0.07333333333333333,0.075,0.075,0.075,0.7566666666666667,1.0,1.0,1.0,0.2222222222222222,N0
0.9985714285714286,1.0,1.0,0.8028571428571428,0.07571428571428572,0.07285714285714286,0.07285714285714286,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07571428571428572,0.07571428571428572,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.10571428571428572,0.11142857142857143,0.10714285714285714,0.11285714285714285,0.11571428571428571,0.11857142857142858,0.11857142857142858,0.11857142857142858,0.11714285714285715,0.11714285714285715,0.11571428571428571,0.11,0.11285714285714285,0.11,0.08428571428571428,0.07714285714285714,0.07714285714285714,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07428571428571429,0.07428571428571429,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.6342857142857142,1.0,1.0,1.0,0.9985714285714286,1.0,1.0,0.9514285714285714,0.07142857142857142,0.06714285714285714,0.06714285714285714,0.06714285714285714,0.06714285714285714,0.06714285714285714,0.07,0.07,0.06857142857142857,0.07,0.07,0.07,0.06857142857142857,0.06857142857142857,0.06857142857142857,0.06857142857142857,0.06857142857142857,0.07,0.07,0.07,0.07,0.07,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07285714285714286,0.07285714285714286,0.07285714285714286,0.07285714285714286,0.07285714285714286,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.07285714285714286,0.07285714285714286,0.07285714285714286,0.07285714285714286,0.07428571428571429,0.07428571428571429,0.07428571428571429,0.08,0.15,0.19,0.12571428571428572,0.09142857142857143,0.08142857142857143,0.09428571428571429,0.12285714285714286,0.19285714285714287,0.15714285714285714,0.08285714285714285,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07714285714285714,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.07714285714285714,0.07571428571428572,0.07428571428571429,0.07571428571428572,0.07428571428571429,0.07428571428571429,0.07142857142857142,0.07285714285714286,0.07428571428571429,0.07428571428571429,0.07571428571428572,0.07571428571428572,0.07571428571428572,0.66,1.0,1.0,1.0,0.0,N0
0.9975,1.0,1.0,0.8275,0.07625,0.07375,0.07375,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.07625,0.07625,0.075,0.075,0.075,0.075,0.07625,0.07625,0.07625,0.07625,0.07625,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.07625,0.07625,0.07625,0.07625,0.07625,0.07625,0.07625,0.07625,0.0775,0.0775,0.0775,0.10625,0.11125,0.1075,0.11375,0.11625,0.11875,0.11875,0.11875,0.1175,0.1175,0.11625,0.10875,0.11375,0.10875,0.08375,0.0775,0.0775,0.075,0.07625,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.07375,0.07375,0.07375,0.075,0.075,0.075,0.07375,0.07375,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.07375,0.07375,0.07375,0.07625,0.07625,0.07625,0.0775,0.67,1.0,1.0,1.0,0.9975,1.0,1.0,0.9575,0.07125,0.0675,0.0675,0.0675,0.0675,0.0675,0.07,0.07,0.07,0.07125,0.07125,0.07125,0.07,0.07,0.07,0.07,0.07,0.07125,0.07125,0.07125,0.07125,0.07125,0.0725,0.0725,0.0725,0.0725,0.07375,0.07375,0.07375,0.07375,0.07375,0.075,0.075,0.075,0.07375,0.07375,0.07375,0.07375,0.075,0.075,0.075,0.08,0.15125,0.19125,0.12375,0.09125,0.0825,0.09375,0.1225,0.1925,0.1575,0.0825,0.0775,0.0775,0.0775,0.0775,0.07625,0.07625,0.07625,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.07625,0.07625,0.07625,0.07625,0.0775,0.07625,0.075,0.07625,0.075,0.075,0.0725,0.07375,0.075,0.075,0.07625,0.07625,0.07625,0.6625,1.0,1.0,1.0,0.0,N0
0.9966666666666667,1.0,1.0,0.7444444444444445,0.07666666666666666,0.07444444444444444,0.07444444444444444,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07666666666666666,0.07666666666666666,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.10666666666666667,0.1111111111111111,0.10888888888888888,0.11333333333333333,0.11666666666666667,0.11888888888888889,0.11888888888888889,0.11888888888888889,0.11777777777777777,0.11777777777777777,0.11666666666666667,0.11,0.11333333333333333,0.10777777777777778,0.08333333333333333,0.07777777777777778,0.07777777777777778,0.07555555555555556,0.07666666666666666,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07444444444444444,0.07444444444444444,0.07444444444444444,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07444444444444444,0.07444444444444444,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07444444444444444,0.07444444444444444,0.07444444444444444,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07777777777777778,0.6966666666666667,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,0.9622222222222222,0.07,0.06666666666666667,0.06777777777777778,0.06777777777777778,0.06666666666666667,0.06666666666666667,0.06888888888888889,0.06888888888888889,0.07,0.07,0.07,0.07111111111111111,0.07,0.07,0.07,0.07,0.07,0.07111111111111111,0.07111111111111111,0.07111111111111111,0.07,0.07111111111111111,0.07222222222222222,0.07222222222222222,0.07222222222222222,0.07222222222222222,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07444444444444444,0.07444444444444444,0.07444444444444444,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07333333333333333,0.07444444444444444,0.07444444444444444,0.07444444444444444,0.07888888888888888,0.15333333333333332,0.19111111111111112,0.12222222222222222,0.08888888888888889,0.0811111111111111,0.09333333333333334,0.12333333333333334,0.19,0.15444444444444444,0.0811111111111111,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07666666666666666,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.07666666666666666,0.07555555555555556,0.07444444444444444,0.07555555555555556,0.07444444444444444,0.07444444444444444,0.07222222222222222,0.07333333333333333,0.07444444444444444,0.07444444444444444,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.7,1.0,1.0,1.0,0.1111111111111111,N0
0.997,1.0,1.0,0.724,0.077,0.074,0.074,0.075,0.076,0.076,0.076,0.075,0.075,0.075,0.076,0.076,0.077,0.077,0.076,0.076,0.076,0.076,0.077,0.077,0.077,0.077,0.077,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.078,0.078,0.078,0.106,0.111,0.109,0.114,0.117,0.119,0.119,0.119,0.118,0.118,0.116,0.111,0.113,0.108,0.085,0.078,0.078,0.076,0.077,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.075,0.075,0.075,0.076,0.076,0.076,0.075,0.075,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.075,0.075,0.075,0.077,0.077,0.077,0.078,0.635,1.0,1.0,1.0,0.997,1.0,1.0,0.96,0.07,0.067,0.068,0.068,0.067,0.067,0.069,0.069,0.07,0.07,0.07,0.071,0.07,0.07,0.07,0.07,0.07,0.071,0.071,0.071,0.07,0.071,0.072,0.072,0.072,0.072,0.073,0.073,0.073,0.073,0.073,0.074,0.074,0.074,0.073,0.073,0.072,0.072,0.074,0.074,0.074,0.078,0.154,0.192,0.119,0.088,0.081,0.092,0.123,0.188,0.151,0.079,0.075,0.075,0.075,0.075,0.074,0.075,0.074,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.074,0.074,0.074,0.074,0.075,0.074,0.073,0.074,0.073,0.073,0.071,0.072,0.073,0.073,0.074,0.074,0.074,0.73,1.0,1.0,1.0,0.0,N0
